split_type,cell_line,model,random_seed,parent_combination,child_combination,added_environment,metric,estimate,ci_low,ci_high,excludes_zero,n_bootstrap,seed,alpha,n_samples,status,reason
all,hct116,cnn(3|3),42,sequence,sequence_ctcf,ctcf,R2,1.1140115186436539e-05,-0.009270156733691692,0.009320395067334175,False,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence,sequence_ctcf,ctcf,MAE,0.0005376439773531194,-0.00018899441056419164,0.0012663609813898802,False,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence,sequence_ctcf,ctcf,RMSE,-9.794255224626625e-07,-0.0008263036725111306,0.0008124549058265984,False,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence,sequence_dnase,dnase,R2,-0.001448825849878821,-0.00954436045140028,0.006495888344943523,False,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence,sequence_dnase,dnase,MAE,0.0013905738145789104,0.0007726080948486924,0.0020210333168506622,True,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence,sequence_dnase,dnase,RMSE,0.00012733031538150752,-0.0005736268940381706,0.0008389406139031053,False,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence,sequence_h3k4me3,h3k4me3,R2,-0.0033874435510379275,-0.012476960197091103,0.005363026168197393,False,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence,sequence_h3k4me3,h3k4me3,MAE,0.0014246438098608205,0.0007212765631265938,0.0021405064035207033,True,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence,sequence_h3k4me3,h3k4me3,RMSE,0.0002975551178649172,-0.00047446266398765147,0.001090830541215837,False,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence,sequence_rrbs,rrbs,R2,0.003102278544992898,-0.004183492157608271,0.010246044024825096,False,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence,sequence_rrbs,rrbs,MAE,0.001298644022175055,0.000736257410608232,0.0018556189024820924,True,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence,sequence_rrbs,rrbs,RMSE,-0.00027296995478506836,-0.0009175158920697868,0.00036438816459849477,False,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence_ctcf,sequence_ctcf_dnase,dnase,R2,-0.010722606166419846,-0.01887775957584381,-0.002546031726524234,True,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence_ctcf,sequence_ctcf_dnase,dnase,MAE,-0.0003448052559565373,-0.0009107023361139,0.00021823681890964508,False,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence_ctcf,sequence_ctcf_dnase,dnase,RMSE,0.0009400864883782611,0.0002206891804235056,0.0016709562623873353,True,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence_ctcf,sequence_ctcf_h3k4me3,h3k4me3,R2,-0.009662817977445615,-0.01879633590579033,0.0005468040471896529,False,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence_ctcf,sequence_ctcf_h3k4me3,h3k4me3,MAE,-0.0007981641330502276,-0.0015766832511872053,-0.00010288283374393359,True,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence_ctcf,sequence_ctcf_h3k4me3,h3k4me3,RMSE,0.0008474048441453885,-4.865079972660169e-05,0.0016413182020187378,False,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence_ctcf,sequence_ctcf_rrbs,rrbs,R2,-0.003713608413472569,-0.010801705531775951,0.0035063803661614656,False,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence_ctcf,sequence_ctcf_rrbs,rrbs,MAE,-0.00040703485963666797,-0.0010081250220537186,0.00015018768317531794,False,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence_ctcf,sequence_ctcf_rrbs,rrbs,RMSE,0.00032617973027085356,-0.00030283257365226746,0.0009570736438035965,False,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence_dnase,sequence_ctcf_dnase,ctcf,R2,-0.009262640201354588,-0.017784683033823967,-0.0005627989885397255,True,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence_dnase,sequence_ctcf_dnase,ctcf,MAE,-0.0011977350931823283,-0.0018966842908412218,-0.0005279764300212264,True,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence_dnase,sequence_ctcf_dnase,ctcf,RMSE,0.000811776747474291,4.857815656578168e-05,0.0015813310164958239,True,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence_dnase,sequence_dnase_h3k4me3,h3k4me3,R2,-0.0077830511053859075,-0.016942912712693214,0.0015428498154506087,False,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence_dnase,sequence_dnase_h3k4me3,h3k4me3,MAE,-9.896607690493275e-05,-0.0008572872611694038,0.0006246074917726219,False,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence_dnase,sequence_dnase_h3k4me3,h3k4me3,RMSE,0.0006823681643030322,-0.00013394467532634735,0.0014965676236897707,False,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence_dnase,sequence_dnase_rrbs,rrbs,R2,-0.0026952362334774493,-0.009224203415215015,0.004145316779613495,False,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence_dnase,sequence_dnase_rrbs,rrbs,MAE,-0.0015920454281670438,-0.002158248098567128,-0.001052133389748633,True,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence_dnase,sequence_dnase_rrbs,rrbs,RMSE,0.00023661466378294138,-0.00036753976019099355,0.0008129440248012543,False,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence_h3k4me3,sequence_ctcf_h3k4me3,ctcf,R2,-0.006264234311221251,-0.015819381922483444,0.0036407471634447575,False,2000,2024,0.05,4239,ok,
all,hct116,cnn(3|3),42,sequence_h3k4me3,sequence_ctcf_h3k4me3,ctcf,MAE,-0.0016851639655579287,-0.0024667358957231045,-0.0008996788528747857,True,2000,2024,0.05,4239,ok,
