Feature,Linear_Coefficient,SE,t_stat,p_value,FDR
pos1_A,-0.0013581860982769625,0.00425126136111404,-0.3194783813341109,0.7493695543532746,1.0
pos1_C,-0.016663035008288276,0.0041630662210382745,-4.002587065293545,6.304468840356847e-05,0.0007295171086698637
pos1_G,0.023372090018875608,0.004259553674015956,5.486980986165185,4.174747836316328e-08,1.1271819158054086e-06
pos1_CTCF,-0.10952762782099472,0.034941590051481085,-3.1345919764848285,0.0017252399255591744,0.012151689910460272
pos1_Dnase,1251964726.827012,37085843837.33861,0.03375856114581689,0.9730702632491126,1.0
pos1_H3K4me3,0.034632344353940504,0.046199548375024116,0.7496251710690544,0.4534957384375231,0.9541079172321915
pos1_RRBS,0.007379985870539739,0.017849423064353945,0.41345795009351777,0.6792787926734862,1.0
pos2_A,0.009612957227293677,0.004562794987371177,2.10681331374744,0.03515525073251258,0.14987238470176414
pos2_C,0.012090008514453389,0.004511598151535524,2.679761829040237,0.007377891920828716,0.03984061637247507
pos2_G,0.012888725324188052,0.004455049951255015,2.8930596660441976,0.0038222111274370807,0.022933266764622484
pos2_CTCF,0.08892240585424359,0.04634720899532249,1.9186140391586022,0.05505779302502911,0.21236577309654087
pos2_Dnase,2814484.0396008687,83370971.5127971,0.03375856114581629,0.973070263249113,1.0
pos2_H3K4me3,0.018252161075109116,0.06185588891277826,0.2950755602404505,0.7679414572120384,1.0
pos2_RRBS,-0.010147886926221069,0.01673712475972605,-0.6063100485837072,0.5443207906059393,1.0
pos3_A,-0.006845545438915309,0.00415549043095562,-1.6473495854834803,0.09951338562743484,0.34131759149617946
pos3_C,-0.021643742402512163,0.00424989021145851,-5.092776830835896,3.5841456824670104e-07,8.294737150852224e-06
pos3_G,0.0030807778349076723,0.004285505927799725,0.7188831113084967,0.4722274711187209,0.9552950691064497
pos3_CTCF,0.05677536923577899,0.044985365976760325,1.2620853026984251,0.20694355097936135,0.5617230903610893
pos3_Dnase,-61917779.06694622,1834135607.838823,-0.033758561145816504,0.973070263249113,1.0
pos3_H3K4me3,-0.03024823164727832,0.0562009364244788,-0.5382157944632298,0.5904384374790763,1.0
pos3_RRBS,-0.006695123671173362,0.017923448620587756,-0.37353992598740254,0.7087534841863239,1.0
pos4_A,0.01547999427190459,0.004398075257747073,3.519720187742822,0.0004336638066675391,0.004132560981184785
pos4_C,0.0053589923040374765,0.0042889607639713815,1.2494850382066203,0.21151301550633606,0.5617230903610893
pos4_G,0.01246979041542815,0.0043056197338929075,2.8961662167396383,0.003784602958567973,0.022933266764622484
pos4_CTCF,-0.0318434055364989,0.04544929715969339,-0.7006358189569355,0.4835444176958572,0.9552950691064497
pos4_Dnase,-23250317.02505306,688723578.1355538,-0.033758561145814235,0.9730702632491146,1.0
pos4_H3K4me3,0.04679750712651362,0.05516327865664282,0.8483452808851168,0.39626326927672606,0.8559286616377282
pos4_RRBS,0.013488279701575737,0.01916676670205736,0.7037326593080463,0.4816134490733197,0.9552950691064497
pos5_A,0.010675071047152582,0.004390344299279078,2.4314883570533397,0.015052018674869938,0.07171844192143911
pos5_C,0.014495429273722351,0.0043169672308256725,3.3577807054490716,0.0007882447371374557,0.007094202634237101
pos5_G,0.0066711486762936105,0.004325254862430119,1.542371233251551,0.12301077521604609,0.3907401095097935
pos5_CTCF,0.011888865237153793,0.04494926361464628,0.2644952170758126,0.7914030643475427,1.0
pos5_Dnase,-2086394.7351953522,61803425.986771,-0.03375856114581648,0.973070263249113,1.0
pos5_H3K4me3,0.011057848228911978,0.056892537137819006,0.1943637739713551,0.8458944679189684,1.0
pos5_RRBS,0.010398726279705978,0.019182755667586367,0.5420871985184585,0.587768883972096,1.0
pos6_A,0.0023128786731678136,0.004140928381418667,0.5585410951675116,0.5764857668894863,1.0
pos6_C,0.01828300811724682,0.004231207860167281,4.320990299097242,1.566284609988422e-05,0.0002306710061982949
pos6_G,0.020894143795077078,0.004343867273975754,4.810032737476707,1.5281023832969254e-06,3.094407326176274e-05
pos6_CTCF,-0.04187073078380079,0.045902822366415984,-0.9121602686991812,0.3617033738945836,0.8138325912628132
pos6_Dnase,-4447371.982838383,131740566.8928883,-0.03375856114581866,0.9730702632491113,1.0
pos6_H3K4me3,-0.10419010774961489,0.057859490053286854,-1.8007436231058884,0.07176934823880954,0.2703868468531894
pos6_RRBS,-0.004754334073655952,0.018581199249587437,-0.255867988378711,0.7980573253451104,1.0
pos7_A,0.0023252660539523685,0.004405668562326362,0.5277896012959583,0.5976555036123199,1.0
pos7_C,0.007055188761631018,0.004303190267269076,1.6395251716602428,0.10113113822109021,0.34131759149617946
pos7_G,0.00828666786417585,0.0042901041014203395,1.9315773389816706,0.053436104018176556,0.2111377768523074
pos7_CTCF,-0.01324718535367315,0.04817139673534543,-0.27500106393952906,0.7833203346865774,1.0
pos7_Dnase,-7088290.663045694,209970165.26944223,-0.03375856114581666,0.9730702632491128,1.0
pos7_H3K4me3,0.07349488345538449,0.05541238183050412,1.326326012842965,0.18475793214118674,0.5160480173598664
pos7_RRBS,0.004773506593586363,0.017570184356438277,0.27168221441212126,0.7858712286174787,1.0
