Feature,Position,Channel,CNN_IG,CNN_ISM,ISM_SNR
C_pos_17,17,C,0.004339397884905338,0.03448251634836197,1.3944817781448364
T_pos_19,19,T,0.0014286148361861706,0.027371404692530632,1.2811384201049805
G_pos_15,15,G,0.006544108036905527,0.02593078464269638,1.3408894538879395
C_pos_19,19,C,0.012149516493082047,0.025541692972183228,1.4413068294525146
T_pos_18,18,T,0.0014215962728485465,0.02474765107035637,1.2262908220291138
A_pos_17,17,A,0.012749673798680305,0.024307135492563248,1.377439260482788
C_pos_21,21,C,0.0,0.023099128156900406,1.2271573543548584
A_pos_22,22,A,0.0,0.02259095013141632,1.361230731010437
A_pos_21,21,A,0.0,0.022171951830387115,1.3776981830596924
G_pos_21,21,G,0.030403248965740204,0.021640239283442497,1.3856678009033203
G_pos_14,14,G,0.004319298546761274,0.021514372900128365,1.3713324069976807
G_pos_13,13,G,0.0056684380397200584,0.0213935486972332,1.316057562828064
A_pos_20,20,A,0.0062297647818923,0.020341144874691963,1.2778046131134033
T_pos_17,17,T,0.0011856409255415201,0.019490566104650497,1.1628608703613281
C_pos_0,0,C,0.007596250157803297,0.01948286034166813,1.6847529411315918
T_pos_21,21,T,0.0,0.01932179369032383,1.170668601989746
A_pos_19,19,A,0.004996416158974171,0.019194483757019043,1.169270634651184
C_pos_2,2,C,0.006901998538523912,0.01916303113102913,1.5135767459869385
G_pos_17,17,G,0.00425690645352006,0.018467828631401062,1.0493062734603882
C_pos_12,12,C,0.009629656560719013,0.018413914367556572,1.3418962955474854
T_pos_5,5,T,0.004007306415587664,0.01826145499944687,1.2809069156646729
C_pos_13,13,C,0.008496503345668316,0.01801436021924019,1.3664536476135254
T_pos_4,4,T,0.003301373915746808,0.017365574836730957,1.2465142011642456
G_pos_22,22,G,0.021992646157741547,0.01721549592912197,1.276925802230835
C_pos_14,14,C,0.008054787293076515,0.01718538999557495,1.3209888935089111
C_pos_10,10,C,0.008182116784155369,0.017050687223672867,1.2965338230133057
A_pos_18,18,A,0.006169360596686602,0.016993550583720207,1.2699987888336182
T_pos_3,3,T,0.0033737048506736755,0.01673325151205063,1.2044026851654053
G_pos_10,10,G,0.004881364293396473,0.01667908951640129,1.235183835029602
G_pos_12,12,G,0.0048993793316185474,0.016490021720528603,1.1867727041244507
C_pos_11,11,C,0.008183768950402737,0.01639079861342907,1.2553290128707886
C_pos_9,9,C,0.008274873718619347,0.016312461346387863,1.2329680919647217
G_pos_16,16,G,0.005713397637009621,0.016294674947857857,1.1052706241607666
C_pos_18,18,C,0.00458910595625639,0.015881575644016266,1.175699234008789
G_pos_0,0,G,0.00770577834919095,0.01587606407701969,1.217532753944397
C_pos_8,8,C,0.0081079276278615,0.015764154493808746,1.2607691287994385
C_pos_6,6,C,0.008968316949903965,0.01574018783867359,1.3024611473083496
T_pos_20,20,T,0.003635166445747018,0.015711890533566475,1.2778809070587158
G_pos_11,11,G,0.004362212494015694,0.015689771622419357,1.1703656911849976
T_pos_9,9,T,0.003252161666750908,0.015659432858228683,1.199082851409912
A_pos_16,16,A,0.006378044839948416,0.015597264282405376,1.2287908792495728
C_pos_7,7,C,0.007634434849023819,0.015532081946730614,1.2846863269805908
G_pos_8,8,G,0.004148921929299831,0.015355858020484447,1.2029155492782593
G_pos_9,9,G,0.004384099971503019,0.015316548757255077,1.2220113277435303
T_pos_8,8,T,0.003977452404797077,0.015203270129859447,1.1885602474212646
T_pos_7,7,T,0.0033141032326966524,0.01515835803002119,1.1792426109313965
G_pos_19,19,G,0.004237851593643427,0.014926789328455925,1.1111630201339722
T_pos_11,11,T,0.0031713831704109907,0.014902117662131786,1.1871730089187622
T_pos_6,6,T,0.0031862270552664995,0.014781293459236622,1.1883457899093628
C_pos_20,20,C,0.002580640371888876,0.014773538336157799,1.1334080696105957
T_pos_10,10,T,0.0034087048843503,0.014533857814967632,1.17481529712677
T_pos_16,16,T,0.0008332551224157214,0.014523327350616455,1.0951364040374756
G_pos_18,18,G,0.004241144750267267,0.014502601698040962,1.1703665256500244
G_pos_4,4,G,0.004075604025274515,0.014445014297962189,1.252928614616394
T_pos_1,1,T,0.002356416080147028,0.01415798719972372,1.1544748544692993
G_pos_7,7,G,0.004989623092114925,0.014129226095974445,1.1824826002120972
G_pos_6,6,G,0.004655470140278339,0.014069458469748497,1.171775221824646
T_pos_12,12,T,0.0031575332395732403,0.013873954303562641,1.1446951627731323
C_pos_16,16,C,0.006462892983108759,0.013570019975304604,1.2082072496414185
A_pos_15,15,A,0.004332352429628372,0.013551116921007633,1.1617964506149292
C_pos_5,5,C,0.008296042680740356,0.013503838330507278,1.164865255355835
A_pos_4,4,A,0.0043024844489991665,0.013430854305624962,1.1576004028320312
C_pos_3,3,C,0.0066678281873464584,0.013367563486099243,1.3001315593719482
C_pos_15,15,C,0.006016797851771116,0.013253827579319477,1.2653543949127197
C_pos_4,4,C,0.007393029052764177,0.01319656427949667,1.3127877712249756
A_pos_2,2,A,0.0037833245005458593,0.013073883950710297,1.1906172037124634
T_pos_14,14,T,0.0038667747285217047,0.013053094036877155,1.1438335180282593
G_pos_20,20,G,0.0025194785557687283,0.012967400252819061,1.1050535440444946
A_pos_7,7,A,0.0042184097692370415,0.012703044340014458,1.1833816766738892
A_pos_14,14,A,0.004492577631026506,0.012694301083683968,1.0908122062683105
T_pos_15,15,T,0.0030802306719124317,0.012537339702248573,1.1128458976745605
A_pos_6,6,A,0.0038124893326312304,0.012524768710136414,1.1417263746261597
A_pos_8,8,A,0.004470437299460173,0.012502754107117653,1.153404712677002
A_pos_12,12,A,0.004496527370065451,0.012381616048514843,1.1173102855682373
T_pos_13,13,T,0.0034662254620343447,0.012295943684875965,1.1258130073547363
A_pos_5,5,A,0.004569631069898605,0.012268264777958393,1.1462581157684326
A_pos_11,11,A,0.00503357732668519,0.01222959067672491,1.1764127016067505
A_pos_10,10,A,0.00464230589568615,0.012091056443750858,1.1177536249160767
A_pos_9,9,A,0.004021753557026386,0.011987995356321335,1.1439670324325562
C_pos_22,22,C,0.0,0.011926245875656605,1.1095540523529053
A_pos_13,13,A,0.00409975741058588,0.011911685578525066,1.131806492805481
T_pos_2,2,T,0.003963910508900881,0.01146224606782198,1.154139757156372
G_pos_2,2,G,0.0026171698700636625,0.01144638005644083,1.1708012819290161
T_pos_22,22,T,0.0,0.011364355683326721,1.178552269935608
G_pos_3,3,G,0.002980943536385894,0.011304604820907116,1.1226143836975098
A_pos_3,3,A,0.0027491699438542128,0.011136531829833984,1.1782597303390503
G_pos_5,5,G,0.0031030657701194286,0.011060872115194798,1.1544783115386963
A_pos_1,1,A,0.0027186432853341103,0.010046322830021381,1.1764113903045654
G_pos_1,1,G,0.004162671510130167,0.009892561472952366,1.1737847328186035
C_pos_1,1,C,0.0024798137601464987,0.00965844001621008,1.1321392059326172
T_pos_0,0,T,0.002192644402384758,0.009489326737821102,1.1626054048538208
A_pos_0,0,A,0.0026579301338642836,0.009324404411017895,1.1361256837844849
RRBS_pos_0,0,RRBS,2.7896976462216116e-05,0.0048958919942379,2.7555606365203857
Dnase_pos_0,0,Dnase,0.004899596329778433,0.004892968572676182,1.770322322845459
Dnase_pos_1,1,Dnase,0.005959705449640751,0.004541115369647741,2.0874831676483154
RRBS_pos_21,21,RRBS,1.6227259038714692e-05,0.004109264351427555,2.468623161315918
H3K4me3_pos_21,21,H3K4me3,0.007804957218468189,0.0031156311742961407,1.7755167484283447
H3K4me3_pos_22,22,H3K4me3,0.0014797988114878535,0.0029298781882971525,2.0249521732330322
RRBS_pos_17,17,RRBS,5.7874836784321815e-05,0.002860282314941287,1.9890836477279663
RRBS_pos_4,4,RRBS,2.9750111934845336e-05,0.002853517886251211,2.0329856872558594
RRBS_pos_5,5,RRBS,1.508322839072207e-05,0.0028527122922241688,2.0377614498138428
RRBS_pos_10,10,RRBS,3.92985857615713e-05,0.0028512224089354277,2.008643388748169
RRBS_pos_6,6,RRBS,2.2746991817257367e-05,0.0028473418205976486,2.02519154548645
RRBS_pos_16,16,RRBS,4.0596882172394544e-05,0.0028468379750847816,1.9903759956359863
RRBS_pos_18,18,RRBS,4.682481085183099e-05,0.002846288261935115,1.9669944047927856
RRBS_pos_7,7,RRBS,3.745334470295347e-05,0.0028457187581807375,2.015122652053833
RRBS_pos_8,8,RRBS,2.964071973110549e-05,0.0028389981016516685,1.9951444864273071
RRBS_pos_9,9,RRBS,4.7204150178004056e-05,0.002830460434779525,2.0050485134124756
RRBS_pos_11,11,RRBS,4.653278301702812e-05,0.0028259858954697847,2.030172348022461
Dnase_pos_22,22,Dnase,0.0070250798016786575,0.002825179835781455,1.4521626234054565
RRBS_pos_15,15,RRBS,1.4922907212167047e-05,0.0028224254492670298,1.990941047668457
RRBS_pos_14,14,RRBS,3.104030474787578e-05,0.00282007222995162,2.0069494247436523
RRBS_pos_12,12,RRBS,2.593208773760125e-05,0.0028164552059024572,1.9992437362670898
RRBS_pos_13,13,RRBS,3.636112523963675e-05,0.0028153657913208008,2.034891366958618
RRBS_pos_3,3,RRBS,3.352545536472462e-05,0.002320279832929373,1.7036305665969849
RRBS_pos_1,1,RRBS,6.2869657995179296e-06,0.002297869883477688,1.7135388851165771
H3K4me3_pos_19,19,H3K4me3,0.005434907507151365,0.00212198868393898,1.4322220087051392
H3K4me3_pos_16,16,H3K4me3,0.005256757140159607,0.002000384498387575,1.4130159616470337
H3K4me3_pos_18,18,H3K4me3,0.005258042830973864,0.001998245483264327,1.3884776830673218
H3K4me3_pos_4,4,H3K4me3,0.005258228164166212,0.001991996308788657,1.394874930381775
H3K4me3_pos_5,5,H3K4me3,0.005262983497232199,0.001990195130929351,1.41249680519104
H3K4me3_pos_17,17,H3K4me3,0.005269805900752544,0.0019897513557225466,1.378700613975525
H3K4me3_pos_13,13,H3K4me3,0.005256032571196556,0.0019883746281266212,1.4126286506652832
H3K4me3_pos_14,14,H3K4me3,0.00526634743437171,0.00198551407083869,1.402648687362671
H3K4me3_pos_15,15,H3K4me3,0.005255164112895727,0.0019833159167319536,1.412585735321045
H3K4me3_pos_12,12,H3K4me3,0.005252709612250328,0.001970737474039197,1.4427318572998047
H3K4me3_pos_11,11,H3K4me3,0.005265115760266781,0.0019697528332471848,1.4312814474105835
