Feature,Position,Channel,Transformer_Attention,Attention_Entropy,Attention_SNR
RRBS_pos_19,19,RRBS,0.1332845836877823,3.645561933517456,1.3606899976730347
H3K4me3_pos_19,19,H3K4me3,0.1332845836877823,3.645561933517456,1.3606899976730347
Dnase_pos_19,19,Dnase,0.1332845836877823,3.645561933517456,1.3606899976730347
CTCF_pos_19,19,CTCF,0.1332845836877823,3.645561933517456,1.3606899976730347
T_pos_19,19,T,0.1332845836877823,3.645561933517456,1.3606899976730347
G_pos_19,19,G,0.1332845836877823,3.645561933517456,1.3606899976730347
C_pos_19,19,C,0.1332845836877823,3.645561933517456,1.3606899976730347
A_pos_19,19,A,0.1332845836877823,3.645561933517456,1.3606899976730347
RRBS_pos_20,20,RRBS,0.11944203078746796,3.645561933517456,1.5978565216064453
H3K4me3_pos_20,20,H3K4me3,0.11944203078746796,3.645561933517456,1.5978565216064453
Dnase_pos_20,20,Dnase,0.11944203078746796,3.645561933517456,1.5978565216064453
CTCF_pos_20,20,CTCF,0.11944203078746796,3.645561933517456,1.5978565216064453
T_pos_20,20,T,0.11944203078746796,3.645561933517456,1.5978565216064453
G_pos_20,20,G,0.11944203078746796,3.645561933517456,1.5978565216064453
C_pos_20,20,C,0.11944203078746796,3.645561933517456,1.5978565216064453
A_pos_20,20,A,0.11944203078746796,3.645561933517456,1.5978565216064453
A_pos_18,18,A,0.10575145483016968,3.645561933517456,0.9988135695457458
C_pos_18,18,C,0.10575145483016968,3.645561933517456,0.9988135695457458
G_pos_18,18,G,0.10575145483016968,3.645561933517456,0.9988135695457458
T_pos_18,18,T,0.10575145483016968,3.645561933517456,0.9988135695457458
CTCF_pos_18,18,CTCF,0.10575145483016968,3.645561933517456,0.9988135695457458
Dnase_pos_18,18,Dnase,0.10575145483016968,3.645561933517456,0.9988135695457458
H3K4me3_pos_18,18,H3K4me3,0.10575145483016968,3.645561933517456,0.9988135695457458
RRBS_pos_18,18,RRBS,0.10575145483016968,3.645561933517456,0.9988135695457458
A_pos_17,17,A,0.08975369483232498,3.645561933517456,0.7472310662269592
C_pos_17,17,C,0.08975369483232498,3.645561933517456,0.7472310662269592
G_pos_17,17,G,0.08975369483232498,3.645561933517456,0.7472310662269592
T_pos_17,17,T,0.08975369483232498,3.645561933517456,0.7472310662269592
CTCF_pos_17,17,CTCF,0.08975369483232498,3.645561933517456,0.7472310662269592
Dnase_pos_17,17,Dnase,0.08975369483232498,3.645561933517456,0.7472310662269592
H3K4me3_pos_17,17,H3K4me3,0.08975369483232498,3.645561933517456,0.7472310662269592
RRBS_pos_17,17,RRBS,0.08975369483232498,3.645561933517456,0.7472310662269592
RRBS_pos_16,16,RRBS,0.05957232043147087,3.645561933517456,0.6844756603240967
H3K4me3_pos_16,16,H3K4me3,0.05957232043147087,3.645561933517456,0.6844756603240967
Dnase_pos_16,16,Dnase,0.05957232043147087,3.645561933517456,0.6844756603240967
CTCF_pos_16,16,CTCF,0.05957232043147087,3.645561933517456,0.6844756603240967
T_pos_16,16,T,0.05957232043147087,3.645561933517456,0.6844756603240967
G_pos_16,16,G,0.05957232043147087,3.645561933517456,0.6844756603240967
C_pos_16,16,C,0.05957232043147087,3.645561933517456,0.6844756603240967
A_pos_16,16,A,0.05957232043147087,3.645561933517456,0.6844756603240967
A_pos_14,14,A,0.05091344937682152,3.645561933517456,1.1549208164215088
C_pos_14,14,C,0.05091344937682152,3.645561933517456,1.1549208164215088
G_pos_14,14,G,0.05091344937682152,3.645561933517456,1.1549208164215088
T_pos_14,14,T,0.05091344937682152,3.645561933517456,1.1549208164215088
CTCF_pos_14,14,CTCF,0.05091344937682152,3.645561933517456,1.1549208164215088
Dnase_pos_14,14,Dnase,0.05091344937682152,3.645561933517456,1.1549208164215088
H3K4me3_pos_14,14,H3K4me3,0.05091344937682152,3.645561933517456,1.1549208164215088
RRBS_pos_14,14,RRBS,0.05091344937682152,3.645561933517456,1.1549208164215088
A_pos_0,0,A,0.042002275586128235,3.645561933517456,1.3304966688156128
C_pos_0,0,C,0.042002275586128235,3.645561933517456,1.3304966688156128
G_pos_0,0,G,0.042002275586128235,3.645561933517456,1.3304966688156128
T_pos_0,0,T,0.042002275586128235,3.645561933517456,1.3304966688156128
CTCF_pos_0,0,CTCF,0.042002275586128235,3.645561933517456,1.3304966688156128
Dnase_pos_0,0,Dnase,0.042002275586128235,3.645561933517456,1.3304966688156128
H3K4me3_pos_0,0,H3K4me3,0.042002275586128235,3.645561933517456,1.3304966688156128
