Feature,Position,Channel,Transformer_Attention,Attention_Entropy,Attention_SNR
RRBS_pos_19,19,RRBS,0.10081793367862701,3.964350700378418,1.6596481800079346
H3K4me3_pos_19,19,H3K4me3,0.10081793367862701,3.964350700378418,1.6596481800079346
Dnase_pos_19,19,Dnase,0.10081793367862701,3.964350700378418,1.6596481800079346
CTCF_pos_19,19,CTCF,0.10081793367862701,3.964350700378418,1.6596481800079346
T_pos_19,19,T,0.10081793367862701,3.964350700378418,1.6596481800079346
G_pos_19,19,G,0.10081793367862701,3.964350700378418,1.6596481800079346
C_pos_19,19,C,0.10081793367862701,3.964350700378418,1.6596481800079346
A_pos_19,19,A,0.10081793367862701,3.964350700378418,1.6596481800079346
A_pos_18,18,A,0.08314881473779678,3.964350700378418,1.6579549312591553
C_pos_18,18,C,0.08314881473779678,3.964350700378418,1.6579549312591553
G_pos_18,18,G,0.08314881473779678,3.964350700378418,1.6579549312591553
T_pos_18,18,T,0.08314881473779678,3.964350700378418,1.6579549312591553
CTCF_pos_18,18,CTCF,0.08314881473779678,3.964350700378418,1.6579549312591553
Dnase_pos_18,18,Dnase,0.08314881473779678,3.964350700378418,1.6579549312591553
H3K4me3_pos_18,18,H3K4me3,0.08314881473779678,3.964350700378418,1.6579549312591553
RRBS_pos_18,18,RRBS,0.08314881473779678,3.964350700378418,1.6579549312591553
A_pos_14,14,A,0.08212777972221375,3.964350700378418,1.4676443338394165
C_pos_14,14,C,0.08212777972221375,3.964350700378418,1.4676443338394165
G_pos_14,14,G,0.08212777972221375,3.964350700378418,1.4676443338394165
T_pos_14,14,T,0.08212777972221375,3.964350700378418,1.4676443338394165
CTCF_pos_14,14,CTCF,0.08212777972221375,3.964350700378418,1.4676443338394165
Dnase_pos_14,14,Dnase,0.08212777972221375,3.964350700378418,1.4676443338394165
H3K4me3_pos_14,14,H3K4me3,0.08212777972221375,3.964350700378418,1.4676443338394165
RRBS_pos_14,14,RRBS,0.08212777972221375,3.964350700378418,1.4676443338394165
A_pos_0,0,A,0.06798496842384338,3.964350700378418,1.6830875873565674
C_pos_0,0,C,0.06798496842384338,3.964350700378418,1.6830875873565674
G_pos_0,0,G,0.06798496842384338,3.964350700378418,1.6830875873565674
T_pos_0,0,T,0.06798496842384338,3.964350700378418,1.6830875873565674
CTCF_pos_0,0,CTCF,0.06798496842384338,3.964350700378418,1.6830875873565674
Dnase_pos_0,0,Dnase,0.06798496842384338,3.964350700378418,1.6830875873565674
H3K4me3_pos_0,0,H3K4me3,0.06798496842384338,3.964350700378418,1.6830875873565674
RRBS_pos_0,0,RRBS,0.06798496842384338,3.964350700378418,1.6830875873565674
A_pos_15,15,A,0.0676434114575386,3.964350700378418,1.2569878101348877
C_pos_15,15,C,0.0676434114575386,3.964350700378418,1.2569878101348877
G_pos_15,15,G,0.0676434114575386,3.964350700378418,1.2569878101348877
T_pos_15,15,T,0.0676434114575386,3.964350700378418,1.2569878101348877
CTCF_pos_15,15,CTCF,0.0676434114575386,3.964350700378418,1.2569878101348877
Dnase_pos_15,15,Dnase,0.0676434114575386,3.964350700378418,1.2569878101348877
H3K4me3_pos_15,15,H3K4me3,0.0676434114575386,3.964350700378418,1.2569878101348877
RRBS_pos_15,15,RRBS,0.0676434114575386,3.964350700378418,1.2569878101348877
A_pos_13,13,A,0.06343746930360794,3.964350700378418,1.1562162637710571
C_pos_13,13,C,0.06343746930360794,3.964350700378418,1.1562162637710571
G_pos_13,13,G,0.06343746930360794,3.964350700378418,1.1562162637710571
T_pos_13,13,T,0.06343746930360794,3.964350700378418,1.1562162637710571
CTCF_pos_13,13,CTCF,0.06343746930360794,3.964350700378418,1.1562162637710571
Dnase_pos_13,13,Dnase,0.06343746930360794,3.964350700378418,1.1562162637710571
H3K4me3_pos_13,13,H3K4me3,0.06343746930360794,3.964350700378418,1.1562162637710571
RRBS_pos_13,13,RRBS,0.06343746930360794,3.964350700378418,1.1562162637710571
RRBS_pos_2,2,RRBS,0.05995337665081024,3.964350700378418,1.570054531097412
H3K4me3_pos_2,2,H3K4me3,0.05995337665081024,3.964350700378418,1.570054531097412
Dnase_pos_2,2,Dnase,0.05995337665081024,3.964350700378418,1.570054531097412
CTCF_pos_2,2,CTCF,0.05995337665081024,3.964350700378418,1.570054531097412
T_pos_2,2,T,0.05995337665081024,3.964350700378418,1.570054531097412
G_pos_2,2,G,0.05995337665081024,3.964350700378418,1.570054531097412
C_pos_2,2,C,0.05995337665081024,3.964350700378418,1.570054531097412
A_pos_2,2,A,0.05995337665081024,3.964350700378418,1.570054531097412
A_pos_1,1,A,0.05198070779442787,3.964350700378418,1.5090841054916382
C_pos_1,1,C,0.05198070779442787,3.964350700378418,1.5090841054916382
G_pos_1,1,G,0.05198070779442787,3.964350700378418,1.5090841054916382
T_pos_1,1,T,0.05198070779442787,3.964350700378418,1.5090841054916382
CTCF_pos_1,1,CTCF,0.05198070779442787,3.964350700378418,1.5090841054916382
Dnase_pos_1,1,Dnase,0.05198070779442787,3.964350700378418,1.5090841054916382
H3K4me3_pos_1,1,H3K4me3,0.05198070779442787,3.964350700378418,1.5090841054916382
RRBS_pos_1,1,RRBS,0.05198070779442787,3.964350700378418,1.5090841054916382
RRBS_pos_3,3,RRBS,0.050958599895238876,3.964350700378418,1.4396753311157227
H3K4me3_pos_3,3,H3K4me3,0.050958599895238876,3.964350700378418,1.4396753311157227
Dnase_pos_3,3,Dnase,0.050958599895238876,3.964350700378418,1.4396753311157227
CTCF_pos_3,3,CTCF,0.050958599895238876,3.964350700378418,1.4396753311157227
T_pos_3,3,T,0.050958599895238876,3.964350700378418,1.4396753311157227
G_pos_3,3,G,0.050958599895238876,3.964350700378418,1.4396753311157227
C_pos_3,3,C,0.050958599895238876,3.964350700378418,1.4396753311157227
A_pos_3,3,A,0.050958599895238876,3.964350700378418,1.4396753311157227
A_pos_17,17,A,0.046295735985040665,3.964350700378418,1.2320064306259155
C_pos_17,17,C,0.046295735985040665,3.964350700378418,1.2320064306259155
G_pos_17,17,G,0.046295735985040665,3.964350700378418,1.2320064306259155
T_pos_17,17,T,0.046295735985040665,3.964350700378418,1.2320064306259155
CTCF_pos_17,17,CTCF,0.046295735985040665,3.964350700378418,1.2320064306259155
Dnase_pos_17,17,Dnase,0.046295735985040665,3.964350700378418,1.2320064306259155
H3K4me3_pos_17,17,H3K4me3,0.046295735985040665,3.964350700378418,1.2320064306259155
RRBS_pos_17,17,RRBS,0.046295735985040665,3.964350700378418,1.2320064306259155
RRBS_pos_20,20,RRBS,0.04098450019955635,3.964350700378418,0.8801004886627197
H3K4me3_pos_20,20,H3K4me3,0.04098450019955635,3.964350700378418,0.8801004886627197
Dnase_pos_20,20,Dnase,0.04098450019955635,3.964350700378418,0.8801004886627197
CTCF_pos_20,20,CTCF,0.04098450019955635,3.964350700378418,0.8801004886627197
T_pos_20,20,T,0.04098450019955635,3.964350700378418,0.8801004886627197
G_pos_20,20,G,0.04098450019955635,3.964350700378418,0.8801004886627197
C_pos_20,20,C,0.04098450019955635,3.964350700378418,0.8801004886627197
A_pos_20,20,A,0.04098450019955635,3.964350700378418,0.8801004886627197
RRBS_pos_12,12,RRBS,0.0336361862719059,3.964350700378418,0.8655856251716614
H3K4me3_pos_12,12,H3K4me3,0.0336361862719059,3.964350700378418,0.8655856251716614
Dnase_pos_12,12,Dnase,0.0336361862719059,3.964350700378418,0.8655856251716614
CTCF_pos_12,12,CTCF,0.0336361862719059,3.964350700378418,0.8655856251716614
T_pos_12,12,T,0.0336361862719059,3.964350700378418,0.8655856251716614
G_pos_12,12,G,0.0336361862719059,3.964350700378418,0.8655856251716614
C_pos_12,12,C,0.0336361862719059,3.964350700378418,0.8655856251716614
A_pos_12,12,A,0.0336361862719059,3.964350700378418,0.8655856251716614
RRBS_pos_4,4,RRBS,0.03196049481630325,3.964350700378418,1.220438003540039
H3K4me3_pos_4,4,H3K4me3,0.03196049481630325,3.964350700378418,1.220438003540039
Dnase_pos_4,4,Dnase,0.03196049481630325,3.964350700378418,1.220438003540039
CTCF_pos_4,4,CTCF,0.03196049481630325,3.964350700378418,1.220438003540039
T_pos_4,4,T,0.03196049481630325,3.964350700378418,1.220438003540039
G_pos_4,4,G,0.03196049481630325,3.964350700378418,1.220438003540039
C_pos_4,4,C,0.03196049481630325,3.964350700378418,1.220438003540039
A_pos_4,4,A,0.03196049481630325,3.964350700378418,1.220438003540039
A_pos_16,16,A,0.031380873173475266,3.964350700378418,1.4171911478042603
C_pos_16,16,C,0.031380873173475266,3.964350700378418,1.4171911478042603
G_pos_16,16,G,0.031380873173475266,3.964350700378418,1.4171911478042603
T_pos_16,16,T,0.031380873173475266,3.964350700378418,1.4171911478042603
CTCF_pos_16,16,CTCF,0.031380873173475266,3.964350700378418,1.4171911478042603
Dnase_pos_16,16,Dnase,0.031380873173475266,3.964350700378418,1.4171911478042603
H3K4me3_pos_16,16,H3K4me3,0.031380873173475266,3.964350700378418,1.4171911478042603
RRBS_pos_16,16,RRBS,0.031380873173475266,3.964350700378418,1.4171911478042603
RRBS_pos_5,5,RRBS,0.02697804570198059,3.964350700378418,1.3370394706726074
H3K4me3_pos_5,5,H3K4me3,0.02697804570198059,3.964350700378418,1.3370394706726074
Dnase_pos_5,5,Dnase,0.02697804570198059,3.964350700378418,1.3370394706726074
CTCF_pos_5,5,CTCF,0.02697804570198059,3.964350700378418,1.3370394706726074
T_pos_5,5,T,0.02697804570198059,3.964350700378418,1.3370394706726074
G_pos_5,5,G,0.02697804570198059,3.964350700378418,1.3370394706726074
C_pos_5,5,C,0.02697804570198059,3.964350700378418,1.3370394706726074
A_pos_5,5,A,0.02697804570198059,3.964350700378418,1.3370394706726074
A_pos_9,9,A,0.025980239734053612,3.964350700378418,1.1806435585021973
C_pos_9,9,C,0.025980239734053612,3.964350700378418,1.1806435585021973
G_pos_9,9,G,0.025980239734053612,3.964350700378418,1.1806435585021973
T_pos_9,9,T,0.025980239734053612,3.964350700378418,1.1806435585021973
CTCF_pos_9,9,CTCF,0.025980239734053612,3.964350700378418,1.1806435585021973
Dnase_pos_9,9,Dnase,0.025980239734053612,3.964350700378418,1.1806435585021973
H3K4me3_pos_9,9,H3K4me3,0.025980239734053612,3.964350700378418,1.1806435585021973
RRBS_pos_9,9,RRBS,0.025980239734053612,3.964350700378418,1.1806435585021973
RRBS_pos_8,8,RRBS,0.023110995069146156,3.964350700378418,1.108285665512085
H3K4me3_pos_8,8,H3K4me3,0.023110995069146156,3.964350700378418,1.108285665512085
Dnase_pos_8,8,Dnase,0.023110995069146156,3.964350700378418,1.108285665512085
CTCF_pos_8,8,CTCF,0.023110995069146156,3.964350700378418,1.108285665512085
T_pos_8,8,T,0.023110995069146156,3.964350700378418,1.108285665512085
G_pos_8,8,G,0.023110995069146156,3.964350700378418,1.108285665512085
C_pos_8,8,C,0.023110995069146156,3.964350700378418,1.108285665512085
A_pos_8,8,A,0.023110995069146156,3.964350700378418,1.108285665512085
RRBS_pos_6,6,RRBS,0.022203493863344193,3.964350700378418,1.3883274793624878
H3K4me3_pos_6,6,H3K4me3,0.022203493863344193,3.964350700378418,1.3883274793624878
Dnase_pos_6,6,Dnase,0.022203493863344193,3.964350700378418,1.3883274793624878
CTCF_pos_6,6,CTCF,0.022203493863344193,3.964350700378418,1.3883274793624878
T_pos_6,6,T,0.022203493863344193,3.964350700378418,1.3883274793624878
G_pos_6,6,G,0.022203493863344193,3.964350700378418,1.3883274793624878
C_pos_6,6,C,0.022203493863344193,3.964350700378418,1.3883274793624878
A_pos_6,6,A,0.022203493863344193,3.964350700378418,1.3883274793624878
RRBS_pos_11,11,RRBS,0.022197404876351357,3.964350700378418,0.9769572019577026
H3K4me3_pos_11,11,H3K4me3,0.022197404876351357,3.964350700378418,0.9769572019577026
Dnase_pos_11,11,Dnase,0.022197404876351357,3.964350700378418,0.9769572019577026
CTCF_pos_11,11,CTCF,0.022197404876351357,3.964350700378418,0.9769572019577026
T_pos_11,11,T,0.022197404876351357,3.964350700378418,0.9769572019577026
G_pos_11,11,G,0.022197404876351357,3.964350700378418,0.9769572019577026
C_pos_11,11,C,0.022197404876351357,3.964350700378418,0.9769572019577026
A_pos_11,11,A,0.022197404876351357,3.964350700378418,0.9769572019577026
A_pos_10,10,A,0.020350465551018715,3.964350700378418,1.186943769454956
C_pos_10,10,C,0.020350465551018715,3.964350700378418,1.186943769454956
G_pos_10,10,G,0.020350465551018715,3.964350700378418,1.186943769454956
T_pos_10,10,T,0.020350465551018715,3.964350700378418,1.186943769454956
CTCF_pos_10,10,CTCF,0.020350465551018715,3.964350700378418,1.186943769454956
Dnase_pos_10,10,Dnase,0.020350465551018715,3.964350700378418,1.186943769454956
H3K4me3_pos_10,10,H3K4me3,0.020350465551018715,3.964350700378418,1.186943769454956
RRBS_pos_10,10,RRBS,0.020350465551018715,3.964350700378418,1.186943769454956
A_pos_7,7,A,0.018018709495663643,3.964350700378418,1.1908646821975708
C_pos_7,7,C,0.018018709495663643,3.964350700378418,1.1908646821975708
G_pos_7,7,G,0.018018709495663643,3.964350700378418,1.1908646821975708
T_pos_7,7,T,0.018018709495663643,3.964350700378418,1.1908646821975708
CTCF_pos_7,7,CTCF,0.018018709495663643,3.964350700378418,1.1908646821975708
Dnase_pos_7,7,Dnase,0.018018709495663643,3.964350700378418,1.1908646821975708
H3K4me3_pos_7,7,H3K4me3,0.018018709495663643,3.964350700378418,1.1908646821975708
RRBS_pos_7,7,RRBS,0.018018709495663643,3.964350700378418,1.1908646821975708
A_pos_21,21,A,0.015423266217112541,3.964350700378418,2.4853708744049072
C_pos_21,21,C,0.015423266217112541,3.964350700378418,2.4853708744049072
G_pos_21,21,G,0.015423266217112541,3.964350700378418,2.4853708744049072
T_pos_21,21,T,0.015423266217112541,3.964350700378418,2.4853708744049072
CTCF_pos_21,21,CTCF,0.015423266217112541,3.964350700378418,2.4853708744049072
Dnase_pos_21,21,Dnase,0.015423266217112541,3.964350700378418,2.4853708744049072
H3K4me3_pos_21,21,H3K4me3,0.015423266217112541,3.964350700378418,2.4853708744049072
RRBS_pos_21,21,RRBS,0.015423266217112541,3.964350700378418,2.4853708744049072
A_pos_22,22,A,0.013426422141492367,3.964350700378418,2.7669317722320557
C_pos_22,22,C,0.013426422141492367,3.964350700378418,2.7669317722320557
G_pos_22,22,G,0.013426422141492367,3.964350700378418,2.7669317722320557
T_pos_22,22,T,0.013426422141492367,3.964350700378418,2.7669317722320557
CTCF_pos_22,22,CTCF,0.013426422141492367,3.964350700378418,2.7669317722320557
Dnase_pos_22,22,Dnase,0.013426422141492367,3.964350700378418,2.7669317722320557
H3K4me3_pos_22,22,H3K4me3,0.013426422141492367,3.964350700378418,2.7669317722320557
RRBS_pos_22,22,RRBS,0.013426422141492367,3.964350700378418,2.7669317722320557
