cell_line,environment,split_type,model,C18_abs,pos18_total_abs,C18_share_within_pos18
hct116,all,all,cnn,0.003322583623230433,0.01336260410031752,0.24864791310785614
hct116,all,all,mlp,0.011537365,0.023843835453999998,0.483872027311131
hct116,all,all,transformer,0.0817793533205986,0.5724554732441902,0.14285714285714285
hct116,all,all,xgboost,0.0203127246350049,0.026819968348718026,0.7573731769886981
hct116,all,single,cnn,0.0104008830773333,0.04615528668606785,0.22534543329947174
hct116,all,single,linear,5005163920.104908,15015491760.327288,0.3333333333330544
hct116,all,single,mlp,0.019058743,0.04300726007599999,0.4431517601056303
hct116,all,single,transformer,0.0721013322472572,0.5047093257308005,0.14285714285714282
hct116,all,single,xgboost,0.0270929764956235,0.04109532785150776,0.6592714527919132
hct116,sequence,all,cnn,0.006662369395295732,0.02290338417515143,0.2908901734497358
hct116,sequence,all,linear,0.051609610646782,0.0701149652108262,0.7360712579917695
hct116,sequence,all,mlp,0.013288456,0.0218298223,0.6087294627221954
hct116,sequence,all,transformer,0.0906593799591064,0.6346156597137449,0.14285714285714285
hct116,sequence,all,xgboost,0.0210144408047199,0.0281433535274116,0.7466928482510748
hct116,sequence,single,cnn,0.0076205565128475,0.01879112701863037,0.405540152290607
hct116,sequence,single,linear,10876137952.773191,32628413858.161087,0.33333333333495246
hct116,sequence,single,mlp,0.017118827,0.026914353300000003,0.6360482382461702
hct116,sequence,single,transformer,0.0930781513452529,0.6515470594167703,0.14285714285714285
hct116,sequence,single,xgboost,0.0264683663845062,0.039872013265266903,0.6638332057228519
hct116,sequence_ctcf,all,cnn,0.0054760168616969996,0.022616737095328503,0.2421223202363737
hct116,sequence_ctcf,all,linear,0.0476082753280581,0.0839891098491664,0.5668386700794474
hct116,sequence_ctcf,all,mlp,0.011430406,0.0228484992,0.5002694443930917
hct116,sequence_ctcf,all,transformer,0.0371795184910297,0.26025662943720784,0.14285714285714288
hct116,sequence_ctcf,all,xgboost,0.021126139909029,0.027904591901460503,0.7570847114923503
hct116,sequence_ctcf,single,cnn,0.010246286789576167,0.04167038629141926,0.24588893220042154
hct116,sequence_ctcf,single,linear,20946616827.38674,62839850482.42725,0.3333333333319169
hct116,sequence_ctcf,single,mlp,0.016084183,0.030930791899999997,0.5200055353254631
hct116,sequence_ctcf,single,transformer,0.0953517630696296,0.6674623414874071,0.14285714285714288
hct116,sequence_ctcf,single,xgboost,0.0268311146646738,0.0405279867118224,0.6620391695116428
hct116,sequence_ctcf_dnase,all,cnn,0.0064858319237827665,0.029337519857411298,0.22107635394217906
hct116,sequence_ctcf_dnase,all,mlp,0.013548095,0.030105960300000005,0.4500137137296364
hct116,sequence_ctcf_dnase,all,transformer,0.0903115570545196,0.6321808993816371,0.14285714285714288
hct116,sequence_ctcf_dnase,all,xgboost,0.0209465846419334,0.02800320161622925,0.7480067789746516
hct116,sequence_ctcf_dnase,single,cnn,0.0109946813123921,0.040938707999884805,0.2685644430308606
hct116,sequence_ctcf_dnase,single,linear,13224415029.149849,39673245087.74599,0.33333333333084264
hct116,sequence_ctcf_dnase,single,mlp,0.017854873,0.044505903,0.4011798839358456
hct116,sequence_ctcf_dnase,single,transformer,0.0800306722521781,0.5602147057652467,0.14285714285714285
hct116,sequence_ctcf_dnase,single,xgboost,0.0267021190375089,0.041212492127669795,0.6479132335601048
hct116,sequence_ctcf_dnase_h3k4me3,all,cnn,0.0056533734314143,0.022961233024640367,0.24621384336579402
hct116,sequence_ctcf_dnase_h3k4me3,all,mlp,0.013506994,0.0275276112,0.49067076332435267
hct116,sequence_ctcf_dnase_h3k4me3,all,transformer,0.0713109895586967,0.4991769269108769,0.14285714285714288
hct116,sequence_ctcf_dnase_h3k4me3,all,xgboost,0.0209783967584371,0.0281963520974384,0.7440110226295181
hct116,sequence_ctcf_dnase_h3k4me3,single,cnn,0.00539933424443,0.02402138269583973,0.2247720005462097
hct116,sequence_ctcf_dnase_h3k4me3,single,linear,5715489771.594749,17146469315.0756,0.33333333332766935
hct116,sequence_ctcf_dnase_h3k4me3,single,mlp,0.01645368,0.0385963058,0.4263019389798699
hct116,sequence_ctcf_dnase_h3k4me3,single,transformer,0.0693240091204643,0.48526806384325016,0.14285714285714282
hct116,sequence_ctcf_dnase_h3k4me3,single,xgboost,0.0267604198306798,0.0399985704352727,0.669034406466716
hct116,sequence_ctcf_dnase_rrbs,all,cnn,0.0045796493068337,0.019132132469773216,0.23936951691449296
hct116,sequence_ctcf_dnase_rrbs,all,mlp,0.012256141,0.02532570894,0.48394068766392445
hct116,sequence_ctcf_dnase_rrbs,all,transformer,0.0841893330216407,0.5893253311514848,0.14285714285714288
hct116,sequence_ctcf_dnase_rrbs,all,xgboost,0.0198638476431369,0.026499128813156594,0.7496037995511258
hct116,sequence_ctcf_dnase_rrbs,single,cnn,0.006406500314672734,0.023237145179033514,0.275700834388779
hct116,sequence_ctcf_dnase_rrbs,single,linear,107149831.03604507,321449493.1279487,0.33333333331278736
hct116,sequence_ctcf_dnase_rrbs,single,mlp,0.018206,0.03899493889,0.4668811009386865
hct116,sequence_ctcf_dnase_rrbs,single,transformer,0.0832120403647422,0.5824842825531953,0.14285714285714288
hct116,sequence_ctcf_dnase_rrbs,single,xgboost,0.0262525882571935,0.039799134414351706,0.6596271161044831
hct116,sequence_ctcf_h3k4me3,all,cnn,0.006074712146073534,0.021853963572842205,0.2779684392639212
hct116,sequence_ctcf_h3k4me3,all,linear,0.0471816585709889,0.09186848651576923,0.5135782721628942
hct116,sequence_ctcf_h3k4me3,all,mlp,0.011897968,0.022723358,0.523600781187358
hct116,sequence_ctcf_h3k4me3,all,transformer,0.0413214340806007,0.28925003856420484,0.14285714285714288
hct116,sequence_ctcf_h3k4me3,all,xgboost,0.0210543014109134,0.027998891135211798,0.7519691158209911
hct116,sequence_ctcf_h3k4me3,single,cnn,0.012137837707996299,0.044532893768821934,0.2725589262401394
hct116,sequence_ctcf_h3k4me3,single,linear,3638553255.086665,10915659765.207624,0.3333333333349326
hct116,sequence_ctcf_h3k4me3,single,mlp,0.017855396,0.031056031899999996,0.5749413208195475
hct116,sequence_ctcf_h3k4me3,single,transformer,0.0757568553090095,0.5302979871630664,0.14285714285714288
hct116,sequence_ctcf_h3k4me3,single,xgboost,0.0266054645180702,0.0403016330674288,0.6601584723268287
hct116,sequence_ctcf_h3k4me3_rrbs,all,cnn,0.004852379594619,0.017349033928136522,0.2796916309414469
hct116,sequence_ctcf_h3k4me3_rrbs,all,linear,0.0468841022378583,0.0931826054251392,0.5031422122611062
hct116,sequence_ctcf_h3k4me3_rrbs,all,mlp,0.009027384,0.018810658783,0.47990791306886255
hct116,sequence_ctcf_h3k4me3_rrbs,all,transformer,0.0619545727968215,0.43368200957775044,0.14285714285714288
hct116,sequence_ctcf_h3k4me3_rrbs,all,xgboost,0.0204443261027336,0.027290029694995527,0.7491500130717228
hct116,sequence_ctcf_h3k4me3_rrbs,single,cnn,0.0106286602094769,0.04475723257943757,0.23747357906038036
hct116,sequence_ctcf_h3k4me3_rrbs,single,linear,615784281.5376611,1847352844.5885966,0.33333333333773363
hct116,sequence_ctcf_h3k4me3_rrbs,single,mlp,0.016966311,0.03077508154,0.5513002777246258
hct116,sequence_ctcf_h3k4me3_rrbs,single,transformer,0.081537552177906,0.5707628652453419,0.14285714285714288
hct116,sequence_ctcf_h3k4me3_rrbs,single,xgboost,0.0257586166262626,0.03934561571804786,0.6546756520688303
hct116,sequence_ctcf_rrbs,all,cnn,0.0073850131593644,0.030334239234434606,0.243454701543368
hct116,sequence_ctcf_rrbs,all,linear,0.0473257999827678,0.0801377268626655,0.5905558073024892
hct116,sequence_ctcf_rrbs,all,mlp,0.011780992,0.023055757320000002,0.5109783138539732
hct116,sequence_ctcf_rrbs,all,transformer,0.0590538829565048,0.41337718069553364,0.14285714285714285
hct116,sequence_ctcf_rrbs,all,xgboost,0.0204853229224681,0.027306293661240297,0.7502051789454615
hct116,sequence_ctcf_rrbs,single,cnn,0.007266905003537667,0.03057573485542255,0.23766902211506113
hct116,sequence_ctcf_rrbs,single,linear,13948136978.586391,41844410936.05871,0.3333333333309472
hct116,sequence_ctcf_rrbs,single,mlp,0.01668977,0.03153670977,0.5292172240452464
hct116,sequence_ctcf_rrbs,single,transformer,0.1091007888317108,0.7637055218219756,0.14285714285714285
hct116,sequence_ctcf_rrbs,single,xgboost,0.0262197107076644,0.0402727372347724,0.651053603702549
hct116,sequence_dnase,all,cnn,0.007029069354757633,0.036487551949297196,0.1926429420237666
hct116,sequence_dnase,all,mlp,0.015836623,0.0325866431,0.48598509982760396
hct116,sequence_dnase,all,transformer,0.0774757340550422,0.5423301383852954,0.14285714285714285
hct116,sequence_dnase,all,xgboost,0.0209008771926164,0.028300989535637002,0.7385210741941628
hct116,sequence_dnase,single,cnn,0.0098844985477626,0.03579696197994037,0.27612674375276874
hct116,sequence_dnase,single,linear,11786908416.94374,35360725251.00492,0.33333333333169596
hct116,sequence_dnase,single,mlp,0.017377898,0.035147677100000004,0.49442522049344756
