Feature,MLP_IG,IG_SNR
pos18_C,0.011424435,0.574984
pos20_G,0.009661936,0.5542008
pos15_H3K4me3,0.008405732,1.4878985
pos6_H3K4me3,0.0076604295,1.4670633
pos18_A,0.007429589,0.5455338
pos7_H3K4me3,0.0066700634,1.3540024
pos20_T,0.0066676666,0.48265547
pos5_H3K4me3,0.006512634,1.3356512
pos1_G,0.0063455654,0.5690577
pos21_G,0.006058912,0.50985473
pos12_CTCF,0.005877638,1.1621284
pos3_CTCF,0.005840075,1.0567771
pos22_CTCF,0.0058368132,1.1088799
pos17_T,0.0056949365,0.48747787
pos14_G,0.0053855646,0.5833064
pos22_G,0.004923719,1.1519796
pos20_H3K4me3,0.0049129333,1.2428274
pos14_T,0.004733663,0.4886088
pos19_G,0.0045927865,0.5342627
pos19_A,0.0045559984,0.5247655
pos9_H3K4me3,0.0045441533,1.1137851
pos13_H3K4me3,0.0044830055,1.096347
pos4_H3K4me3,0.004440003,1.2890304
pos19_T,0.004432842,0.49193293
pos16_H3K4me3,0.0043342276,0.8653797
pos15_A,0.0040736473,0.5393403
pos14_A,0.004049139,0.5230094
pos20_C,0.004047268,0.5344956
pos16_C,0.003902365,0.45554668
pos1_C,0.0038818694,0.5000432
pos2_CTCF,0.0038162416,0.98074776
pos16_G,0.0037480234,0.5308909
pos10_H3K4me3,0.0036732808,0.9797441
pos11_A,0.0036306488,0.5051412
pos11_H3K4me3,0.0036118876,0.88610905
pos17_CTCF,0.00360887,1.0112071
pos12_A,0.0035914164,0.54838854
pos21_T,0.0035572695,0.6441555
pos18_T,0.0035155783,0.49550244
pos10_A,0.0034635216,0.4937744
pos23_G,0.0031996951,0.7715267
pos8_C,0.003156638,0.53220546
pos14_H3K4me3,0.0030088697,0.7716676
pos10_T,0.002978969,0.47495532
pos13_CTCF,0.0029731551,0.8058212
pos6_G,0.0029675395,0.4797316
pos7_CTCF,0.0029332016,0.89393413
pos17_H3K4me3,0.0029318125,0.6843837
pos20_A,0.0028615373,0.49733302
pos23_CTCF,0.00278065,0.8138762
