Feature,Position,Channel,Transformer_Attention,Attention_Entropy,Attention_SNR
RRBS_pos_19,19,RRBS,0.18344664573669434,3.2530899047851562,2.265024185180664
H3K4me3_pos_19,19,H3K4me3,0.18344664573669434,3.2530899047851562,2.265024185180664
Dnase_pos_19,19,Dnase,0.18344664573669434,3.2530899047851562,2.265024185180664
CTCF_pos_19,19,CTCF,0.18344664573669434,3.2530899047851562,2.265024185180664
T_pos_19,19,T,0.18344664573669434,3.2530899047851562,2.265024185180664
G_pos_19,19,G,0.18344664573669434,3.2530899047851562,2.265024185180664
C_pos_19,19,C,0.18344664573669434,3.2530899047851562,2.265024185180664
A_pos_19,19,A,0.18344664573669434,3.2530899047851562,2.265024185180664
RRBS_pos_16,16,RRBS,0.13412591814994812,3.2530899047851562,2.9590537548065186
H3K4me3_pos_16,16,H3K4me3,0.13412591814994812,3.2530899047851562,2.9590537548065186
Dnase_pos_16,16,Dnase,0.13412591814994812,3.2530899047851562,2.9590537548065186
CTCF_pos_16,16,CTCF,0.13412591814994812,3.2530899047851562,2.9590537548065186
T_pos_16,16,T,0.13412591814994812,3.2530899047851562,2.9590537548065186
G_pos_16,16,G,0.13412591814994812,3.2530899047851562,2.9590537548065186
C_pos_16,16,C,0.13412591814994812,3.2530899047851562,2.9590537548065186
A_pos_16,16,A,0.13412591814994812,3.2530899047851562,2.9590537548065186
A_pos_18,18,A,0.11103946715593338,3.2530899047851562,1.4962694644927979
C_pos_18,18,C,0.11103946715593338,3.2530899047851562,1.4962694644927979
G_pos_18,18,G,0.11103946715593338,3.2530899047851562,1.4962694644927979
T_pos_18,18,T,0.11103946715593338,3.2530899047851562,1.4962694644927979
CTCF_pos_18,18,CTCF,0.11103946715593338,3.2530899047851562,1.4962694644927979
Dnase_pos_18,18,Dnase,0.11103946715593338,3.2530899047851562,1.4962694644927979
H3K4me3_pos_18,18,H3K4me3,0.11103946715593338,3.2530899047851562,1.4962694644927979
RRBS_pos_18,18,RRBS,0.11103946715593338,3.2530899047851562,1.4962694644927979
A_pos_14,14,A,0.10848700255155563,3.2530899047851562,1.5242947340011597
C_pos_14,14,C,0.10848700255155563,3.2530899047851562,1.5242947340011597
G_pos_14,14,G,0.10848700255155563,3.2530899047851562,1.5242947340011597
T_pos_14,14,T,0.10848700255155563,3.2530899047851562,1.5242947340011597
CTCF_pos_14,14,CTCF,0.10848700255155563,3.2530899047851562,1.5242947340011597
Dnase_pos_14,14,Dnase,0.10848700255155563,3.2530899047851562,1.5242947340011597
H3K4me3_pos_14,14,H3K4me3,0.10848700255155563,3.2530899047851562,1.5242947340011597
RRBS_pos_14,14,RRBS,0.10848700255155563,3.2530899047851562,1.5242947340011597
RRBS_pos_20,20,RRBS,0.10082937031984329,3.2530899047851562,1.4690369367599487
H3K4me3_pos_20,20,H3K4me3,0.10082937031984329,3.2530899047851562,1.4690369367599487
Dnase_pos_20,20,Dnase,0.10082937031984329,3.2530899047851562,1.4690369367599487
CTCF_pos_20,20,CTCF,0.10082937031984329,3.2530899047851562,1.4690369367599487
T_pos_20,20,T,0.10082937031984329,3.2530899047851562,1.4690369367599487
G_pos_20,20,G,0.10082937031984329,3.2530899047851562,1.4690369367599487
C_pos_20,20,C,0.10082937031984329,3.2530899047851562,1.4690369367599487
A_pos_20,20,A,0.10082937031984329,3.2530899047851562,1.4690369367599487
RRBS_pos_15,15,RRBS,0.090479776263237,3.2530899047851562,1.2181791067123413
H3K4me3_pos_15,15,H3K4me3,0.090479776263237,3.2530899047851562,1.2181791067123413
Dnase_pos_15,15,Dnase,0.090479776263237,3.2530899047851562,1.2181791067123413
CTCF_pos_15,15,CTCF,0.090479776263237,3.2530899047851562,1.2181791067123413
T_pos_15,15,T,0.090479776263237,3.2530899047851562,1.2181791067123413
G_pos_15,15,G,0.090479776263237,3.2530899047851562,1.2181791067123413
C_pos_15,15,C,0.090479776263237,3.2530899047851562,1.2181791067123413
A_pos_15,15,A,0.090479776263237,3.2530899047851562,1.2181791067123413
A_pos_13,13,A,0.07908450812101364,3.2530899047851562,1.1887500286102295
C_pos_13,13,C,0.07908450812101364,3.2530899047851562,1.1887500286102295
G_pos_13,13,G,0.07908450812101364,3.2530899047851562,1.1887500286102295
T_pos_13,13,T,0.07908450812101364,3.2530899047851562,1.1887500286102295
CTCF_pos_13,13,CTCF,0.07908450812101364,3.2530899047851562,1.1887500286102295
Dnase_pos_13,13,Dnase,0.07908450812101364,3.2530899047851562,1.1887500286102295
H3K4me3_pos_13,13,H3K4me3,0.07908450812101364,3.2530899047851562,1.1887500286102295
RRBS_pos_13,13,RRBS,0.07908450812101364,3.2530899047851562,1.1887500286102295
RRBS_pos_17,17,RRBS,0.04877239093184471,3.2530899047851562,1.212361454963684
H3K4me3_pos_17,17,H3K4me3,0.04877239093184471,3.2530899047851562,1.212361454963684
Dnase_pos_17,17,Dnase,0.04877239093184471,3.2530899047851562,1.212361454963684
CTCF_pos_17,17,CTCF,0.04877239093184471,3.2530899047851562,1.212361454963684
T_pos_17,17,T,0.04877239093184471,3.2530899047851562,1.212361454963684
G_pos_17,17,G,0.04877239093184471,3.2530899047851562,1.212361454963684
C_pos_17,17,C,0.04877239093184471,3.2530899047851562,1.212361454963684
A_pos_17,17,A,0.04877239093184471,3.2530899047851562,1.212361454963684
A_pos_12,12,A,0.019352180883288383,3.2530899047851562,0.7381764650344849
C_pos_12,12,C,0.019352180883288383,3.2530899047851562,0.7381764650344849
G_pos_12,12,G,0.019352180883288383,3.2530899047851562,0.7381764650344849
T_pos_12,12,T,0.019352180883288383,3.2530899047851562,0.7381764650344849
CTCF_pos_12,12,CTCF,0.019352180883288383,3.2530899047851562,0.7381764650344849
Dnase_pos_12,12,Dnase,0.019352180883288383,3.2530899047851562,0.7381764650344849
H3K4me3_pos_12,12,H3K4me3,0.019352180883288383,3.2530899047851562,0.7381764650344849
RRBS_pos_12,12,RRBS,0.019352180883288383,3.2530899047851562,0.7381764650344849
RRBS_pos_2,2,RRBS,0.015316876582801342,3.2530899047851562,0.5707895159721375
H3K4me3_pos_2,2,H3K4me3,0.015316876582801342,3.2530899047851562,0.5707895159721375
Dnase_pos_2,2,Dnase,0.015316876582801342,3.2530899047851562,0.5707895159721375
CTCF_pos_2,2,CTCF,0.015316876582801342,3.2530899047851562,0.5707895159721375
T_pos_2,2,T,0.015316876582801342,3.2530899047851562,0.5707895159721375
G_pos_2,2,G,0.015316876582801342,3.2530899047851562,0.5707895159721375
C_pos_2,2,C,0.015316876582801342,3.2530899047851562,0.5707895159721375
A_pos_2,2,A,0.015316876582801342,3.2530899047851562,0.5707895159721375
A_pos_3,3,A,0.013566608540713787,3.2530899047851562,0.6837930679321289
C_pos_3,3,C,0.013566608540713787,3.2530899047851562,0.6837930679321289
G_pos_3,3,G,0.013566608540713787,3.2530899047851562,0.6837930679321289
T_pos_3,3,T,0.013566608540713787,3.2530899047851562,0.6837930679321289
CTCF_pos_3,3,CTCF,0.013566608540713787,3.2530899047851562,0.6837930679321289
Dnase_pos_3,3,Dnase,0.013566608540713787,3.2530899047851562,0.6837930679321289
H3K4me3_pos_3,3,H3K4me3,0.013566608540713787,3.2530899047851562,0.6837930679321289
RRBS_pos_3,3,RRBS,0.013566608540713787,3.2530899047851562,0.6837930679321289
A_pos_8,8,A,0.012278124690055847,3.2530899047851562,0.6929782629013062
